rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
663,FORBES_500-3,FORBES_500,12,20,0.063222,0.0,0.03056,14612.89,PHI 97%; DAL 2%
664,PERDADOR-9,PERDADOR,12,20,0.067005,0.0,0.0324,14594.4,PHI 55%; DAL 33%; CIN 12%
665,DD3'S REVENGE-6,DD3'S REVENGE,12,20,0.06038,0.0,0.02992,14585.57,PHI 90%; KC 7%; DAL 2%
666,ROCKY-2,ROCKY,12,20,0.062397,0.0,0.02712,14583.46,PHI 91%; KC 7%; DAL 2%
667,OCONNORDREW-2,OCONNORDREW,12,20,0.06804,0.0,0.03152,14577.26,PHI 91%; KC 7%; DAL 2%
668,SERGIO'S-2,SERGIO'S,12,20,0.06804,0.0,0.0284,14558.32,PHI 91%; KC 7%; DAL 2%
669,QUIS UT DEUS-10,QUIS UT DEUS,12,20,0.042059,0.0,0.03296,14550.03,PHI 94%; GB 5%
670,GREENBRIAR-2,GREENBRIAR,12,20,0.048306,0.0,0.02376,14528.52,PHI 99%
671,PARTZ1-9,PARTZ1,12,20,0.049715,0.0,0.02752,14512.92,PHI 99%
672,Ava2025-1,Ava2025,12,20,0.065803,0.0,0.0348,14498.0,PHI 97%; DAL 2%
673,NO CHOP!!!-3,NO CHOP!!!,12,20,0.036475,0.0,0.01632,14478.84,KC 69%; DAL 20%; CIN 6%
674,SCOTTYH121-4,SCOTTYH121,12,20,0.058495,0.0,0.02192,14468.09,PHI 97%; DAL 2%
675,FIVE ALIVE-4,FIVE ALIVE,12,20,0.057691,0.0,0.02784,14445.5,PHI 97%; DAL 2%
676,2IDAMOSOTA-1,2IDAMOSOTA,12,20,0.044135,0.0,0.02216,14427.65,PHI 88%; KC 7%; GB 5%
677,TEXASHOLDEM-3,TEXASHOLDEM,12,20,0.065803,0.0,0.03584,14413.7,PHI 97%; DAL 2%
678,KGB-8,KGB,12,20,0.053378,0.0,0.02448,14366.33,PHI 97%; DAL 2%
679,LIVEMEAT3214-1,LIVEMEAT3214,12,20,0.06804,0.0,0.03496,14353.84,PHI 91%; KC 7%; DAL 2%
680,The4Brokes-5,The4Brokes,12,20,0.063862,0.0,0.0356,14349.67,PHI 97%; DAL 2%
681,COLORADO DEGENERATES-3,COLORADO DEGENERATES,12,20,0.061277,0.0,0.02632,14344.08,PHI 90%; KC 7%; DAL 2%
682,WHENTHEFUNSTOPS-6,WHENTHEFUNSTOPS,12,20,0.067005,0.0,0.03256,14340.24,PHI 82%; DAL 12%; CIN 4%
683,YOLO*CIRCA_NFL-1,YOLO*CIRCA_NFL,12,20,0.067029,0.0,0.02744,14334.33,PHI 97%; DAL 2%
684,REAL QUIET 2-1,REAL QUIET 2,12,20,0.052132,0.0,0.03704,14320.21,PHI 98%; DAL 1%
685,A-HAMMER-1,A-HAMMER,12,20,0.062184,0.0,0.02904,14320.15,PHI 97%; DAL 2%
686,AVENGERS ASSEMBLE-10,AVENGERS ASSEMBLE,12,20,0.052633,0.0,0.02432,14310.09,BAL 63%; PHI 34%; KC 3%
687,helicopter-1,helicopter,12,20,0.055904,0.0,0.03048,14269.48,PHI 90%; KC 7%; DAL 2%
688,LAZY LIZARD-3,LAZY LIZARD,12,20,0.067005,0.0,0.03192,14265.31,PHI 97%; DAL 2%
689,Caveman6470-3,Caveman6470,12,20,0.064813,0.0,0.02736,14242.2,PHI 97%; DAL 2%
690,TEAM COLLINS-1,TEAM COLLINS,12,20,0.051197,0.0,0.0364,14240.12,PHI 99%
691,CHARD-8,CHARD,12,20,0.050687,0.0,0.02344,14210.57,PHI 86%; GB 9%; DAL 4%
692,ADNEMO-2,ADNEMO,12,20,0.065803,0.0,0.03656,14207.33,PHI 97%; DAL 2%
693,Tyee Tom-1,Tyee Tom,12,20,0.065803,0.0,0.0304,14201.94,PHI 97%; DAL 2%
694,KNICKS26-4,KNICKS26,12,20,0.067005,0.0,0.0328,14195.2,PHI 97%; DAL 2%
695,RAZORTEEN-2,RAZORTEEN,12,20,0.067005,0.0,0.03512,14183.46,PHI 97%; DAL 2%
696,SHADOWSTONES-8,SHADOWSTONES,12,20,0.070751,0.0,0.03264,14163.09,PHI 92%; GB 5%; DAL 2%
697,PUBLIUS-3,PUBLIUS,12,20,0.063862,0.0,0.0352,14153.68,PHI 97%; DAL 2%
698,LULING TEXAS-3,LULING TEXAS,12,20,0.051197,0.0,0.038,14146.98,PHI 99%
699,phatmen-3,phatmen,12,20,0.052132,0.0,0.03656,14146.43,PHI 97%; DAL 2%
700,SURVIVORSTEVE-1,SURVIVORSTEVE,12,20,0.046978,0.0,0.03472,14104.8,PHI 92%; KC 7%
701,SURVIVOR STRIKESBACK-3,SURVIVOR STRIKESBACK,12,20,0.069816,0.0,0.02728,14082.23,PHI 91%; DET 6%; DAL 2%
702,royroy-1,royroy,12,20,0.065803,0.0,0.02704,14069.63,PHI 97%; DAL 2%
703,CODE DOUG-3,CODE DOUG,12,20,0.051196,0.0,0.02984,14065.3,PHI 97%; DAL 2%
704,PASSWORD IS TACO-8,PASSWORD IS TACO,12,20,0.044886,0.0,0.02848,14055.24,PHI 99%
705,Haik17-1,Haik17,12,20,0.065803,0.0,0.03304,14051.72,PHI 97%; DAL 2%
706,THE HEIST 951-1,THE HEIST 951,12,20,0.067005,0.0,0.03664,14020.1,PHI 97%; DAL 2%
707,BENGAL BETSY-1,BENGAL BETSY,12,20,0.05857,0.0,0.02984,14001.11,PHI 87%; DET 5%; GB 5%
708,THE BIG HORSE-4,THE BIG HORSE,12,20,0.046978,0.0,0.02784,13994.18,PHI 92%; KC 7%
709,STS-2-1,STS-2,12,20,0.046798,0.0,0.02216,13951.65,PHI 97%; DAL 2%
710,Let That Sink In-6,Let That Sink In,12,20,0.060335,0.0,0.01952,13951.15,PHI 90%; KC 7%; DAL 2%
711,BAI-LO SELLHAI-1,BAI-LO SELLHAI,12,20,0.047908,0.0,0.02176,13936.44,PHI 91%; KC 7%; DAL 2%
712,HBTFD-1,HBTFD,12,20,0.064298,0.0,0.02976,13935.01,PHI 88%; KC 7%; DAL 3%
713,bucky's shadow-1,bucky's shadow,12,20,0.051987,0.0,0.034,13928.82,PHI 92%; KC 7%
714,LUCKY ZEBRA-3,LUCKY ZEBRA,12,20,0.065803,0.0,0.0328,13907.49,PHI 97%; DAL 2%
715,CASECLOSED-3,CASECLOSED,12,20,0.065803,0.0,0.03336,13885.81,PHI 82%; DAL 12%; CIN 4%
716,Meegstheslug-8,Meegstheslug,12,20,0.055225,0.0,0.02312,13880.16,BAL 63%; PHI 34%; KC 3%
717,ROSEMOREEYECARE-8,ROSEMOREEYECARE,12,20,0.065803,0.0,0.03472,13879.46,PHI 97%; DAL 2%
718,EAGLE4LESS-1,EAGLE4LESS,12,20,0.044886,0.0,0.02816,13856.54,PHI 100%
719,TURBO JELLY-1,TURBO JELLY,12,20,0.052132,0.0,0.0344,13854.73,PHI 97%; DAL 2%
720,BETSANDSWEATS-2,BETSANDSWEATS,12,20,0.067005,0.0,0.03872,13853.9,PHI 84%; DAL 12%; CIN 4%
721,CHADTHEDAD-2,CHADTHEDAD,12,20,0.050454,0.0,0.03,13853.69,PHI 92%; KC 7%
722,DANNYGLOVER-5,DANNYGLOVER,12,20,0.052434,0.0,0.02448,13853.49,PHI 99%
723,THE DOCS PICKS-5,THE DOCS PICKS,12,20,0.061277,0.0,0.02568,13848.1,PHI 90%; KC 7%; DAL 2%
724,6 HORSEMEN-2,6 HORSEMEN,12,20,0.052132,0.0,0.0316,13820.7,PHI 97%; DAL 2%
725,JNICE44-1,JNICE44,12,20,0.049461,0.0,0.0276,13782.36,PHI 92%; KC 7%
726,SHEFFY-3,SHEFFY,12,20,0.054705,0.0,0.02656,13765.81,PHI 91%; KC 7%; DAL 2%
727,ManningMafia-3,ManningMafia,12,20,0.054705,0.0,0.02512,13736.03,PHI 91%; KC 7%; DAL 2%
728,ALJOLULANIL78-7,ALJOLULANIL78,12,20,0.051197,0.0,0.03352,13732.29,PHI 99%
729,LaCasaSopravvissuto-7,LaCasaSopravvissuto,12,20,0.062397,0.0,0.02576,13728.34,PHI 90%; KC 7%; DAL 2%
730,RAIDERQUEEN97-1,RAIDERQUEEN97,12,20,0.061277,0.0,0.02472,13712.0,PHI 90%; KC 7%; DAL 2%
731,DIME PIECE-5,DIME PIECE,12,20,0.047675,0.0,0.02432,13701.76,PHI 90%; KC 7%; DAL 2%
732,MEMPHISSYN-3,MEMPHISSYN,12,20,0.067005,0.0,0.0356,13692.65,PHI 97%; DAL 2%
733,FATFRANKIE-7,FATFRANKIE,12,20,0.061277,0.0,0.0244,13683.63,PHI 90%; KC 7%; DAL 2%
734,HYMANATOR-7,HYMANATOR,12,20,0.071794,0.0,0.028,13655.34,PHI 93%; DET 4%; DAL 2%
735,DonnieBaseball-7,DonnieBaseball,12,20,0.056926,0.0,0.02984,13654.74,PHI 91%; KC 7%; DAL 2%
736,K KIDZ-6,K KIDZ,12,20,0.065826,0.0,0.02536,13630.28,PHI 82%; DAL 12%; CIN 4%
737,BARON5-3,BARON5,12,20,0.067005,0.0,0.03016,13627.84,PHI 97%; DAL 2%
738,MYKEE B-1,MYKEE B,12,20,0.062704,0.0,0.02968,13622.54,PHI 90%; KC 7%; DAL 2%
739,MY FACE WIN-1,MY FACE WIN,12,20,0.062397,0.0,0.0284,13617.32,PHI 90%; KC 7%; DAL 2%
740,Y BRIDGE CITY-8,Y BRIDGE CITY,12,20,0.051197,0.0,0.03648,13616.65,PHI 93%; CIN 4%; CHI 3%
741,PLAYIN N STAYIN-1,PLAYIN N STAYIN,12,20,0.061277,0.0,0.02744,13609.8,PHI 90%; KC 7%; DAL 2%
742,DW-3,DW,12,20,0.054059,0.0,0.0284,13607.27,PHI 88%; GB 10%; CIN 1%
743,LOUS DANCE FLOOR-2,LOUS DANCE FLOOR,12,20,0.067005,0.0,0.038,13588.35,PHI 97%; DAL 2%
744,NEEK HOUSE-2,NEEK HOUSE,12,20,0.051987,0.0,0.0344,13573.78,PHI 92%; KC 7%
745,BTC BULLS-7,BTC BULLS,12,20,0.046709,0.0,0.02496,13570.57,PHI 92%; CIN 4%; CHI 3%
746,NOSTRAKROPPUS-3,NOSTRAKROPPUS,12,20,0.062397,0.0,0.02288,13562.17,PHI 64%; KC 25%; DAL 8%
747,JUKE BOX HERO-4,JUKE BOX HERO,12,20,0.06804,0.0,0.03144,13556.93,PHI 91%; KC 7%; DAL 2%
748,DYLAN W-10,DYLAN W,12,20,0.046582,0.0,0.0212,13548.56,PHI 100%
749,PLOTTING SUCCESS-1,PLOTTING SUCCESS,12,20,0.056018,0.0,0.02512,13533.26,PHI 92%; KC 7%
750,EAT THE JUICE-1,EAT THE JUICE,12,20,0.042923,0.0,0.02016,13490.45,PHI 93%; KC 7%
751,HAYINBARN-2,HAYINBARN,12,20,0.067005,0.0,0.03448,13467.74,PHI 97%; DAL 2%
752,GaryA-10,GaryA,12,20,0.045365,0.0,0.02432,13458.0,PHI 92%; KC 7%
753,LINTSANITY-2,LINTSANITY,12,20,0.061277,0.0,0.02984,13446.35,PHI 90%; KC 7%; DAL 2%
754,LTEESSURVIVE-1,LTEESSURVIVE,12,20,0.061277,0.0,0.0264,13440.67,PHI 90%; KC 7%; DAL 2%
755,PURPLE JELLIES-1,PURPLE JELLIES,12,20,0.051197,0.0,0.03528,13415.78,PHI 99%
756,THANKS DEREK-7,THANKS DEREK,12,20,0.06804,0.0,0.03176,13409.57,PHI 42%; KC 36%; DAL 16%
757,REAL BRO-3,REAL BRO,12,20,0.069481,0.0,0.03304,13407.51,PHI 92%; GB 5%; DAL 2%
758,TARV-1,TARV,12,20,0.065803,0.0,0.0344,13396.22,PHI 97%; DAL 2%
759,Carsonator-1,Carsonator,12,20,0.069876,0.0,0.03056,13347.14,PHI 90%; KC 7%; DAL 2%
760,DRAKES-7,DRAKES,12,20,0.052132,0.0,0.03512,13303.67,PHI 97%; DAL 2%
761,ROCKCHALK88-3,ROCKCHALK88,12,20,0.065803,0.0,0.03416,13280.1,PHI 97%; DAL 2%
762,MTTDNBR-1,MTTDNBR,12,20,0.065803,0.0,0.0312,13261.97,PHI 97%; DAL 2%
763,NOSTRAKROPPUS-2,NOSTRAKROPPUS,12,20,0.062397,0.0,0.02664,13253.9,PHI 90%; KC 7%; DAL 2%
764,K9-1,K9,12,20,0.061277,0.0,0.02384,13253.25,PHI 90%; KC 7%; DAL 2%
765,THANKS DEREK-5,THANKS DEREK,12,20,0.070801,0.0,0.0332,13233.05,PHI 91%; KC 7%; DAL 2%
766,THEMANYSNACKSGOD-2,THEMANYSNACKSGOD,12,20,0.058599,0.0,0.03552,13231.52,PHI 90%; KC 7%; DAL 2%
767,FOULIS-1,FOULIS,12,20,0.062397,0.0,0.0208,13229.84,PHI 90%; KC 7%; DAL 2%
768,SAMMY SADIST ON OF-6,SAMMY SADIST ON OF,12,20,0.052937,0.0,0.03536,13226.89,PHI 63%; KC 34%; CIN 3%
769,KAGURA THE NINJA-5,KAGURA THE NINJA,12,20,0.057262,0.0,0.0296,13215.89,PHI 92%; KC 7%
770,TWEENTHEHEDGES-8,TWEENTHEHEDGES,12,20,0.043495,0.0,0.02416,13196.5,PHI 92%; KC 7%
771,Let That Sink In-7,Let That Sink In,12,20,0.060335,0.0,0.02472,13188.27,PHI 63%; KC 25%; DAL 8%
772,THE FACTOR-3,THE FACTOR,12,20,0.053378,0.0,0.02584,13173.31,PHI 97%; DAL 2%
773,LUCKY 13-6,LUCKY 13,12,20,0.0402,0.0,0.02488,13135.37,BAL 55%; PHI 45%
774,KARDIAC KIDS-3,KARDIAC KIDS,12,20,0.069481,0.0,0.03144,13124.75,PHI 65%; GB 21%; DAL 9%
775,Chiliguaros-3,Chiliguaros,12,20,0.051197,0.0,0.03512,13117.52,PHI 99%
776,TWO BINS-4,TWO BINS,12,20,0.048306,0.0,0.02632,13101.35,PHI 99%
777,K KIDZ-5,K KIDZ,12,20,0.065826,0.0,0.02776,13100.06,PHI 97%; DAL 2%
778,JOHNNY ICE-3,JOHNNY ICE,12,20,0.051197,0.0,0.03784,13063.44,PHI 99%
779,PERDADOR-8,PERDADOR,12,20,0.052132,0.0,0.03344,13057.36,PHI 82%; DAL 12%; CIN 4%
780,Browna-10,Browna,12,20,0.062397,0.0,0.02712,13039.11,PHI 81%; KC 9%; DAL 7%
781,DEATHTRAP-2,DEATHTRAP,12,20,0.053378,0.0,0.0304,13032.04,PHI 97%; DAL 2%
782,TIM'S SUNSCREEN-10,TIM'S SUNSCREEN,12,20,0.058956,0.0,0.03288,13017.35,PHI 94%; CIN 4%; CHI 3%
783,DK19-1,DK19,12,20,0.063862,0.0,0.036,13014.57,PHI 97%; DAL 2%
784,PERDADOR-7,PERDADOR,12,20,0.065803,0.0,0.03264,13009.59,PHI 97%; DAL 2%
785,RHEMYVINCENTROMAN-3,RHEMYVINCENTROMAN,12,20,0.062397,0.0,0.02752,12980.24,PHI 91%; KC 7%; DAL 2%
786,TRADING LACES-1,TRADING LACES,12,20,0.052132,0.0,0.02968,12947.3,PHI 97%; DAL 2%
787,TRICKY DICKEY-2,TRICKY DICKEY,12,20,0.048234,0.0,0.0264,12929.23,PHI 92%; KC 7%
788,IMPORTEREXPORTER-1,IMPORTEREXPORTER,12,20,0.053378,0.0,0.02496,12872.99,PHI 96%; DAL 3%
789,THE MUFFIN MAN-8,THE MUFFIN MAN,12,20,0.046978,0.0,0.03736,12868.04,PHI 63%; KC 32%; CIN 3%
790,WOLFPACK-2,WOLFPACK,12,20,0.065803,0.0,0.036,12835.02,PHI 97%; DAL 2%
791,HEAD TABLE-3,HEAD TABLE,12,20,0.055904,0.0,0.02976,12830.68,PHI 90%; KC 7%; DAL 2%
792,5KS-4,5KS,12,20,0.062087,0.0,0.02736,12827.81,PHI 97%; DAL 2%
793,KICK YOUR KNEES UP-10,KICK YOUR KNEES UP,12,20,0.051545,0.0,0.02592,12823.82,PHI 67%; GB 21%; DAL 9%
794,Golem-4,Golem,12,20,0.05947,0.0,0.02672,12797.96,PHI 90%; KC 7%; DAL 2%
795,SAMMY SADIST ON OF-9,SAMMY SADIST ON OF,12,20,0.053113,0.0,0.03504,12783.53,PHI 99%
796,JCUNN06-4,JCUNN06,12,20,0.062184,0.0,0.0284,12748.13,PHI 97%; DAL 2%
797,Dr Jones Bets-2,Dr Jones Bets,12,20,0.061277,0.0,0.02888,12738.28,PHI 90%; KC 7%; DAL 2%
798,BOURBON N DA BEARD-1,BOURBON N DA BEARD,12,20,0.051197,0.0,0.03368,12709.98,PHI 99%
799,RRW-1,RRW,12,20,0.051987,0.0,0.03352,12705.38,PHI 92%; KC 7%
800,HanwhaFam-2,HanwhaFam,12,20,0.051197,0.0,0.03792,12692.3,PHI 99%
801,LAWFIRMOFJCM-6,LAWFIRMOFJCM,12,20,0.046942,0.0,0.02352,12689.32,PHI 90%; KC 7%; DAL 2%
802,BIG JOE-6,BIG JOE,12,20,0.063862,0.0,0.03784,12682.13,PHI 97%; DAL 2%
803,crazy horse and judy-1,crazy horse and judy,12,20,0.065803,0.0,0.0328,12671.42,PHI 97%; DAL 2%
804,MCB2-2,MCB2,12,20,0.065803,0.0,0.03216,12665.83,PHI 97%; DAL 2%
805,PURPLE LAMBO-9,PURPLE LAMBO,12,20,0.06804,0.0,0.02792,12654.53,PHI 91%; KC 7%; DAL 2%
806,SANCHIZE 2025-1,SANCHIZE 2025,12,20,0.051987,0.0,0.0348,12598.94,PHI 92%; KC 7%
807,KMSPORTS-1,KMSPORTS,12,20,0.046978,0.0,0.03368,12562.78,PHI 92%; KC 7%
808,ELITE EXECUTIVE-1,ELITE EXECUTIVE,12,20,0.067005,0.0,0.03344,12544.93,PHI 97%; DAL 2%
809,SAGE-2,SAGE,12,20,0.067005,0.0,0.02768,12482.13,PHI 97%; DAL 2%
810,BO-1,BO,12,20,0.051197,0.0,0.03856,12469.91,PHI 99%
811,JED-4,JED,12,20,0.052132,0.0,0.02776,12402.12,PHI 96%; DAL 2%
812,DEVITO AND SONS-3,DEVITO AND SONS,12,20,0.063862,0.0,0.02608,12398.5,PHI 97%; DAL 2%
813,GAMETIME!-1,GAMETIME!,12,20,0.061277,0.0,0.02656,12378.88,PHI 90%; KC 7%; DAL 2%
814,HarprBolt-6,HarprBolt,12,20,0.062719,0.0,0.0228,12360.46,PHI 97%; DAL 2%
815,$P-4,$P,12,20,0.05242,0.0,0.03,12317.4,PHI 81%; DAL 12%; CIN 4%
816,SWANNY-1,SWANNY,12,20,0.061277,0.0,0.02688,12307.86,PHI 90%; KC 7%; DAL 2%
817,THE MUFFIN MAN-2,THE MUFFIN MAN,12,20,0.065803,0.0,0.03384,12305.04,PHI 97%; DAL 2%
818,Si Low-1,Si Low,12,20,0.063862,0.0,0.03424,12285.36,PHI 97%; DAL 2%
819,Action 1 and Action2-1,Action 1 and Action2,12,20,0.065803,0.0,0.03544,12269.66,PHI 97%; DAL 2%
820,Doyle McPoyle-10,Doyle McPoyle,12,20,0.06038,0.0,0.03368,12209.1,PHI 90%; KC 7%; DAL 2%
821,NO MORE WORK-3,NO MORE WORK,12,20,0.051987,0.0,0.03144,12192.51,PHI 92%; KC 7%
822,T-2000-3,T-2000,12,20,0.048713,0.0,0.0328,12184.58,PHI 88%; KC 7%; GB 5%
823,SMOOTH TASTE FOOL YA-10,SMOOTH TASTE FOOL YA,12,20,0.064791,0.0,0.0328,12135.76,PHI 96%; DAL 2%
824,SIRANDREW&THENONAMES-8,SIRANDREW&THENONAMES,12,20,0.057547,0.0,0.03144,12119.34,PHI 90%; KC 7%; DAL 2%
825,NO MORE WORK-4,NO MORE WORK,12,20,0.061277,0.0,0.03032,12089.89,PHI 61%; KC 25%; DAL 9%
826,PEARL JAM-1,PEARL JAM,12,20,0.052937,0.0,0.03808,12071.99,PHI 92%; KC 7%
827,helterskelter-3,helterskelter,12,20,0.048546,0.0,0.03168,12070.95,PHI 91%; KC 7%; DAL 2%
828,Browna-7,Browna,12,20,0.063862,0.0,0.02936,12053.03,PHI 98%; DAL 1%
829,WHENTHEFUNSTOPS-4,WHENTHEFUNSTOPS,12,20,0.053378,0.0,0.02456,12047.53,PHI 97%; DAL 2%
830,SHOTGUN KEVIN WINS-1,SHOTGUN KEVIN WINS,12,20,0.062397,0.0,0.02584,12043.16,PHI 90%; KC 7%; DAL 2%
831,HARDCORE-5,HARDCORE,12,20,0.040785,0.0,0.02352,12039.69,PHI 99%
832,The Duck-4,The Duck,12,20,0.06804,0.0,0.03048,12003.48,PHI 91%; KC 7%; DAL 2%
833,Detroit Ace-5,Detroit Ace,12,20,0.068413,0.0,0.03192,11989.54,PHI 92%; GB 5%; DAL 2%
834,HOUSTON RULES-6,HOUSTON RULES,12,20,0.051862,0.0,0.0268,11973.27,PHI 88%; KC 7%; GB 5%
835,COBRA KAI-1,COBRA KAI,12,20,0.065803,0.0,0.03048,11971.64,PHI 97%; DAL 2%
836,ACEHI1111-9,ACEHI1111,12,20,0.047572,0.0,0.0208,11946.83,PHI 86%; KC 6%; GB 5%
837,STRENGTH & HONOR-2,STRENGTH & HONOR,12,20,0.048306,0.0,0.0276,11946.63,PHI 99%
838,2STUCK2MUCK-1,2STUCK2MUCK,12,20,0.062184,0.0,0.0284,11943.13,PHI 97%; DAL 2%
839,SENIOR JIBBLES-3,SENIOR JIBBLES,12,20,0.046798,0.0,0.02432,11764.69,PHI 98%; DAL 1%
840,The Burg-1,The Burg,12,20,0.051196,0.0,0.03152,11762.55,PHI 97%; DAL 2%
841,AR5-1,AR5,12,20,0.053071,0.0,0.02296,11749.23,BAL 63%; PHI 34%; KC 3%
842,THEWESTWINGERS-7,THEWESTWINGERS,12,20,0.049505,0.0,0.03168,11690.65,PHI 99%
843,LOGAN FIELDS-5,LOGAN FIELDS,12,20,0.05242,0.0,0.024,11643.08,PHI 97%; DAL 2%
844,MCB2-6,MCB2,12,20,0.065803,0.0,0.03032,11620.06,PHI 51%; DAL 30%; CIN 11%
845,BOXFIELD BOYS-2,BOXFIELD BOYS,12,20,0.066033,0.0,0.03496,11604.44,PHI 92%; KC 6%; DAL 1%
846,SOTA STARS 1-8,SOTA STARS 1,12,20,0.06038,0.0,0.0312,11584.96,PHI 90%; KC 7%; DAL 2%
847,PATADAMS-1,PATADAMS,12,20,0.053378,0.0,0.02656,11578.5,PHI 97%; DAL 2%
848,PhillyATS-6,PhillyATS,12,20,0.052132,0.0,0.0324,11519.25,PHI 97%; DAL 2%
849,PSULION26-2,PSULION26,12,20,0.051197,0.0,0.03248,11516.74,PHI 99%
850,KAYGOSPORTS-3,KAYGOSPORTS,12,20,0.061277,0.0,0.026,11510.76,PHI 90%; KC 7%; DAL 2%
851,DCBW1715-1,DCBW1715,12,20,0.05034,0.0,0.02464,11492.44,PHI 86%; KC 6%; GB 5%
852,Meredith-2,Meredith,12,20,0.053378,0.0,0.02424,11450.72,PHI 97%; DAL 2%
853,JETSKIS-6,JETSKIS,12,20,0.071854,0.0,0.02944,11406.25,PHI 90%; KC 7%; DAL 2%
854,BIG JOE-7,BIG JOE,12,20,0.053378,0.0,0.02448,11333.11,PHI 82%; DAL 12%; CIN 4%
855,SNAP JUDGEMENT-1,SNAP JUDGEMENT,12,20,0.047676,0.0,0.02528,11332.67,PHI 92%; KC 7%
856,BluntMan-2,BluntMan,12,20,0.04093,0.0,0.02336,11311.87,PHI 99%
857,DELIBEAN-3,DELIBEAN,12,20,0.060335,0.0,0.02264,11297.94,PHI 91%; KC 6%; DAL 2%
858,VJQUICK FSU-2,VJQUICK FSU,12,20,0.034537,0.0,0.02496,11266.67,PHI 89%; DET 5%; GB 5%
859,SEANS DOLPHINS-1,SEANS DOLPHINS,12,20,0.05242,0.0,0.02288,11245.84,PHI 98%; DAL 2%
860,DOG & FAMILY FUND 91-1,DOG & FAMILY FUND 91,12,20,0.061277,0.0,0.0244,11229.91,PHI 90%; KC 7%; DAL 2%
861,WHITEY-3,WHITEY,12,20,0.044391,0.0,0.02504,11191.38,PHI 93%; DET 6%
862,TOMOJOKER-2,TOMOJOKER,12,20,0.049128,0.0,0.0296,11184.46,PHI 92%; KC 7%
863,HTOWNPKR-5,HTOWNPKR,12,20,0.058098,0.0,0.02416,11180.73,PHI 91%; DET 6%; DAL 2%
864,ZAPEGATO-2,ZAPEGATO,12,20,0.061277,0.0,0.02344,11159.48,PHI 90%; KC 7%; DAL 2%
865,WA JAMMERS-2,WA JAMMERS,12,20,0.06038,0.0,0.03008,11146.8,PHI 91%; KC 7%; DAL 2%
866,HUGE PDT-1,HUGE PDT,12,20,0.053378,0.0,0.026,11111.22,PHI 97%; DAL 2%
867,BLUEFRONT-3,BLUEFRONT,12,20,0.061277,0.0,0.02288,10972.62,PHI 64%; KC 25%; DAL 8%
868,Let's Go! #5-9,Let's Go! #5,12,20,0.062184,0.0,0.02864,10957.18,PHI 97%; DAL 2%
869,FREE BARBEQUE-9,FREE BARBEQUE,12,20,0.04623,0.0,0.024,10935.74,BAL 64%; PHI 35%
870,Ravens Roost-1,Ravens Roost,12,20,0.051197,0.0,0.03472,10887.56,PHI 99%
871,THE GAMBLING ACCT-4,THE GAMBLING ACCT,12,20,0.065803,0.0,0.03184,10792.09,PHI 97%; DAL 2%
872,SHANE FALCO-6,SHANE FALCO,12,20,0.051197,0.0,0.03184,10731.72,PHI 93%; CIN 4%; CHI 3%
873,DATALAND3-1,DATALAND3,12,20,0.063862,0.0,0.02728,10649.18,PHI 97%; DAL 2%
874,ACEMAKER-2,ACEMAKER,12,20,0.065803,0.0,0.02904,10628.36,PHI 97%; DAL 2%
875,THE ENDLING-6,THE ENDLING,12,20,0.06038,0.0,0.02728,10548.66,PHI 91%; KC 7%; DAL 2%
876,PLURDADDY-1,PLURDADDY,12,20,0.053378,0.0,0.02576,10499.93,PHI 97%; DAL 2%
877,BLUE DEMONS-4,BLUE DEMONS,12,20,0.05947,0.0,0.02136,10472.67,PHI 90%; KC 7%; DAL 2%
878,EP TRADERS-2,EP TRADERS,12,20,0.047676,0.0,0.02488,10471.59,PHI 92%; KC 7%
879,JMTOLERICO-1,JMTOLERICO,12,20,0.065803,0.0,0.02424,10461.58,PHI 94%; DAL 3%; CIN 1%
880,THANKS DEREK-8,THANKS DEREK,12,20,0.06804,0.0,0.03224,10324.18,PHI 34%; KC 33%; DAL 22%
881,BENNY BLANCO-5,BENNY BLANCO,12,20,0.047676,0.0,0.02264,10200.4,PHI 92%; KC 7%
882,MILES DRIVEN-4,MILES DRIVEN,12,20,0.047675,0.0,0.02304,10198.53,PHI 90%; KC 7%; DAL 2%
883,YINZTASTIC-7,YINZTASTIC,12,20,0.048795,0.0,0.02728,10197.29,PHI 99%
884,REX 42 BLUE-1,REX 42 BLUE,12,20,0.05242,0.0,0.02136,10176.98,PHI 97%; DAL 2%
885,TIVOLI-2,TIVOLI,12,20,0.04071,0.0,0.01984,10175.09,PHI 89%; KC 6%; DET 3%
886,FILTHY ANIMAL-7,FILTHY ANIMAL,12,20,0.050874,0.0,0.02296,10058.36,PHI 97%; DAL 2%
887,KJFSU-1,KJFSU,12,20,0.062397,0.0,0.02536,9898.46,PHI 91%; KC 7%; DAL 2%
888,CanesRolle-1,CanesRolle,12,20,0.062397,0.0,0.02232,9752.19,PHI 90%; KC 7%; DAL 2%
889,LAST MOMS STANDING-1,LAST MOMS STANDING,12,20,0.047676,0.0,0.02008,9655.67,PHI 92%; KC 7%
890,TD18-3,TD18,12,20,0.061277,0.0,0.02352,9644.51,PHI 90%; KC 7%; DAL 2%
891,EXTERMINATOR 2-1,EXTERMINATOR 2,12,20,0.05242,0.0,0.0236,9475.78,PHI 97%; DAL 2%
