rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,WINNINGANGLE-1,WINNINGANGLE,1,31,0.002235,0.0,0.0012,1192.1,TEN 18%; CLE 14%; TB 10%
666,DOUG'S TEAM-2,DOUG'S TEAM,1,31,0.002247,0.0,0.00032,268.69,TEN 15%; CLE 13%; TB 10%
667,Sand Bagger-1,Sand Bagger,1,31,0.002247,0.0,0.00032,264.79,TEN 15%; CLE 13%; TB 10%
668,MAKENA-1,MAKENA,1,31,0.002247,0.0,0.0004,262.53,TEN 18%; CLE 14%; TB 10%
669,Maiowe-3,Maiowe,1,31,0.002247,0.0,0.00048,262.34,TEN 18%; CLE 14%; TB 10%
670,Kamara and Friends-1,Kamara and Friends,1,31,0.002247,0.0,0.00032,262.02,TEN 18%; CLE 14%; TB 10%
671,JFK JR-1,JFK JR,1,31,0.001774,0.0,0.0004,261.86,TEN 18%; CLE 13%; TB 10%
672,NOTJOE'SAVGJALAPENOS-2,NOTJOE'SAVGJALAPENOS,1,31,0.002247,0.0,0.00048,261.16,TEN 12%; CLE 11%; TB 10%
673,Blue Dream-1,Blue Dream,1,31,0.002235,0.0,0.00024,260.67,TEN 18%; CLE 14%; TB 10%
674,Jrod-4,Jrod,1,31,0.002235,0.0,0.00024,260.67,TEN 13%; CLE 11%; TB 10%
675,SIN CITY LORI-3,SIN CITY LORI,1,31,0.002247,0.0,0.00024,260.67,TEN 14%; CLE 12%; TB 10%
676,Wincowski 04-1,Wincowski 04,1,31,0.002247,0.0,0.00032,260.47,TEN 18%; CLE 14%; TB 10%
677,HANS GRUBER-1,HANS GRUBER,1,31,0.001774,0.0,0.0004,259.9,TEN 18%; CLE 13%; TB 10%
678,ODBMG-2,ODBMG,1,31,0.002247,0.0,0.00032,257.97,TEN 15%; CLE 13%; TB 10%
679,betlikeharout-1,betlikeharout,1,31,0.002247,0.0,0.0004,256.99,TEN 18%; CLE 14%; TB 10%
680,BIGDNICK-1,BIGDNICK,1,31,0.002251,0.0,0.00024,256.44,TEN 15%; CLE 12%; TB 10%
681,BizzyBettor-2,BizzyBettor,1,31,0.002251,0.0,0.00032,255.01,TEN 17%; CLE 13%; TB 10%
682,American Pride Guy-3,American Pride Guy,1,31,0.002247,0.0,0.00032,254.6,TEN 18%; CLE 14%; TB 10%
683,MBEASY-5,MBEASY,1,31,0.002247,0.0,0.00024,254.0,TEN 16%; CLE 13%; TB 10%
684,Mikex2nRH-3,Mikex2nRH,1,31,0.002235,0.0,0.00032,253.47,TEN 18%; CLE 14%; TB 10%
685,BRONCBOYS-1,BRONCBOYS,1,31,0.002247,0.0,0.00032,253.29,TEN 18%; CLE 14%; TB 10%
686,Follow Proto-1,Follow Proto,1,31,0.002247,0.0,0.00056,252.34,TEN 18%; CLE 14%; TB 10%
687,Putting on the foil-1,Putting on the foil,1,31,0.002247,0.0,0.00032,251.8,TEN 12%; CLE 11%; TB 10%
688,Covid Cappers-1,Covid Cappers,1,31,0.002247,0.0,0.00048,250.43,TEN 18%; CLE 14%; TB 10%
689,One Man Gang-1,One Man Gang,1,31,0.002247,0.0,0.00032,248.18,TEN 16%; CLE 13%; TB 10%
690,GRAYSALMANAC-1,GRAYSALMANAC,1,31,0.002247,0.0,0.00032,248.18,TEN 18%; CLE 14%; TB 10%
691,Bugsy's Brigade-1,Bugsy's Brigade,1,31,0.002247,0.0,0.00024,247.99,TEN 18%; CLE 14%; TB 10%
692,6620-1,6620,1,31,0.001627,0.0,0.0004,247.33,TEN 19%; CLE 14%; TB 11%
693,C.A.G.E-1,C.A.G.E,1,31,0.001774,0.0,0.00024,246.87,TEN 18%; CLE 13%; TB 10%
694,Jrod-1,Jrod,1,31,0.001774,0.0,0.0004,246.49,TEN 15%; CLE 12%; TB 10%
695,BIG DEAL-5,BIG DEAL,1,31,0.002247,0.0,0.00024,246.08,TEN 18%; CLE 14%; TB 10%
696,Cuddy120-4,Cuddy120,1,31,0.002251,0.0,0.00024,245.96,TEN 13%; CLE 11%; TB 9%
697,Mandelorian39-2,Mandelorian39,1,31,0.002235,0.0,0.00032,245.42,TEN 15%; CLE 12%; TB 10%
698,BTSMH55-1,BTSMH55,1,31,0.002235,0.0,0.0004,244.96,TEN 18%; CLE 14%; TB 10%
699,ididn'tseethatcoming-3,ididn'tseethatcoming,1,31,0.001774,0.0,0.00032,238.93,TEN 18%; CLE 13%; TB 10%
700,CLUB DUB-1,CLUB DUB,1,31,0.002247,0.0,0.00024,237.6,TEN 18%; CLE 14%; TB 10%
701,Vegas Mikey G-2,Vegas Mikey G,1,31,0.002247,0.0,0.00024,237.06,TEN 18%; CLE 14%; TB 10%
702,RG-1,RG,1,31,0.002247,0.0,0.00024,234.72,TEN 15%; CLE 13%; TB 10%
703,RYAN HOJO-5,RYAN HOJO,1,31,0.002266,0.0,0.00024,234.38,TEN 11%; CLE 10%; PIT 10%
704,Molly Mols-1,Molly Mols,1,31,0.002247,0.0,0.0004,234.2,TEN 18%; CLE 14%; TB 10%
705,VODKA ROCKS-1,VODKA ROCKS,1,31,0.001774,0.0,0.00024,233.69,TEN 18%; CLE 13%; TB 10%
706,HORNET.-4,HORNET.,1,31,0.002247,0.0,0.00048,233.32,TEN 12%; CLE 11%; TB 10%
707,Puppy Kisses-5,Puppy Kisses,1,31,0.002247,0.0,0.00032,232.15,TEN 12%; CLE 11%; TB 10%
708,PRESENCE-1,PRESENCE,1,31,0.00178,0.0,0.00024,230.8,TEN 10%; CLE 10%; BUF 9%
709,Bedrock Giants-1,Bedrock Giants,1,31,0.002247,0.0,0.00024,230.8,TEN 18%; CLE 14%; TB 10%
710,LOGICIANS-1,LOGICIANS,1,31,0.001774,0.0,0.00032,228.83,TEN 15%; CLE 12%; TB 10%
711,JULIET SIERRA-1,JULIET SIERRA,1,31,0.001774,0.0,0.0004,228.48,TEN 18%; CLE 13%; TB 10%
712,Starvin Marvin-1,Starvin Marvin,1,31,0.002251,0.0,0.00024,223.96,TEN 17%; CLE 13%; TB 10%
713,Staying Alive-4,Staying Alive,1,31,0.001627,0.0,0.00032,223.84,TEN 19%; CLE 14%; TB 11%
714,The Disasters-1,The Disasters,1,31,0.002247,0.0,0.0004,221.26,TEN 18%; CLE 14%; TB 10%
715,BRONKMANCH-1,BRONKMANCH,1,31,0.002247,0.0,0.00056,220.36,TEN 18%; CLE 14%; TB 10%
716,MEDIUM RARE-1,MEDIUM RARE,1,31,0.002235,0.0,0.00024,219.9,TEN 15%; CLE 12%; TB 10%
717,Team Barbara Lee-2,Team Barbara Lee,1,31,0.002235,0.0,0.00016,219.68,TEN 15%; CLE 12%; TB 10%
718,How You Feeling-1,How You Feeling,1,31,0.001774,0.0,0.00016,219.68,TEN 18%; CLE 13%; TB 10%
719,PAR5ONIN2-1,PAR5ONIN2,1,31,0.001774,0.0,0.00032,216.78,TEN 18%; CLE 13%; TB 10%
720,DALLAS-1,DALLAS,1,31,0.002247,0.0,0.00032,215.95,TEN 18%; CLE 14%; TB 10%
721,CLARKGRIZWOLD-3,CLARKGRIZWOLD,1,31,0.002247,0.0,0.00024,215.65,TEN 15%; CLE 13%; TB 10%
722,Puppy Kisses-1,Puppy Kisses,1,31,0.002247,0.0,0.00032,213.1,TEN 15%; CLE 13%; TB 10%
723,PGAMOPTOUR5-5,PGAMOPTOUR5,1,31,0.002251,0.0,0.00016,211.54,TEN 11%; CLE 10%; TB 9%
724,dylan-1,dylan,1,31,0.002251,0.0,0.00032,211.08,TEN 13%; CLE 11%; TB 9%
725,PISO MOJADO-3,PISO MOJADO,1,31,0.002235,0.0,0.00016,207.91,TEN 12%; CLE 10%; TB 9%
726,dylan-2,dylan,1,31,0.002251,0.0,0.00024,207.69,TEN 11%; CLE 10%; TB 9%
727,BMAC-4,BMAC,1,31,0.002251,0.0,0.00024,207.07,TEN 11%; CLE 10%; TB 9%
728,Schematic Advantage-1,Schematic Advantage,1,31,0.001774,0.0,0.00024,206.77,TEN 15%; CLE 12%; TB 10%
729,EASY ROD-1,EASY ROD,1,31,0.002247,0.0,0.00032,206.48,TEN 18%; CLE 14%; TB 10%
730,BBOSSE22-3,BBOSSE22,1,31,0.002251,0.0,0.00024,204.89,TEN 17%; CLE 13%; TB 10%
731,ICE-1,ICE,1,31,0.001627,0.0,0.00048,202.56,TEN 19%; CLE 14%; TB 11%
732,PISANOWINZ-2,PISANOWINZ,1,31,0.002251,0.0,0.00032,202.13,TEN 15%; CLE 12%; TB 10%
733,BonkAgainstTheSpread-2,BonkAgainstTheSpread,1,31,0.002235,0.0,0.00032,200.95,TEN 13%; CLE 11%; TB 10%
734,Live Healthy Rich-1,Live Healthy Rich,1,31,0.001627,0.0,0.00032,199.18,TEN 19%; CLE 14%; TB 11%
735,SELECT WEST-1,SELECT WEST,1,31,0.002027,0.0,0.00032,197.18,CLE 16%; TB 12%; PIT 10%
736,Al The Sly-1,Al The Sly,1,31,0.001774,0.0,0.00016,195.65,TEN 15%; CLE 12%; TB 10%
737,THE GREATEST DANCER-2,THE GREATEST DANCER,1,31,0.002235,0.0,0.00016,195.65,TEN 18%; CLE 14%; TB 10%
738,Hammer Heads-1,Hammer Heads,1,31,0.002247,0.0,0.00032,194.56,TEN 18%; CLE 14%; TB 10%
739,HeatStroke-3,HeatStroke,1,31,0.002251,0.0,0.00032,193.77,TEN 17%; CLE 13%; TB 10%
740,DMAYS-1,DMAYS,1,31,0.001774,0.0,0.00032,193.67,TEN 18%; CLE 13%; TB 10%
741,local 801-1,local 801,1,31,0.002266,0.0,0.00024,188.65,TEN 17%; CLE 13%; TB 10%
742,PARLAY G-1,PARLAY G,1,31,0.001774,0.0,0.00032,185.26,TEN 15%; CLE 12%; TB 10%
743,HABITUAL LINESTEPPER-1,HABITUAL LINESTEPPER,1,31,0.002235,0.0,0.00032,184.12,TEN 18%; CLE 14%; TB 10%
744,Shamy-5,Shamy,1,31,0.002251,0.0,0.00024,183.84,TEN 17%; CLE 13%; TB 10%
745,Go For Two-2,Go For Two,1,31,0.002247,0.0,0.00032,182.05,TEN 18%; CLE 14%; TB 10%
746,hoffytime.-5,hoffytime.,1,31,0.001774,0.0,0.00024,181.18,TEN 12%; CLE 10%; TB 9%
747,Accorsi-1,Accorsi,1,31,0.001774,0.0,0.00016,176.82,TEN 18%; CLE 13%; TB 10%
748,BOAT 502-1,BOAT 502,1,31,0.002247,0.0,0.00024,175.37,TEN 18%; CLE 14%; TB 10%
749,VOLARE CIECO-2,VOLARE CIECO,1,31,0.002235,0.0,0.00024,174.58,TEN 15%; CLE 12%; TB 10%
750,* THE NUT SQUIRRELS-1,* THE NUT SQUIRRELS,1,31,0.001774,0.0,0.00024,173.77,TEN 18%; CLE 13%; TB 10%
751,DRYDIN-3,DRYDIN,1,31,0.001774,0.0,0.00016,170.86,TEN 15%; CLE 12%; TB 10%
752,SPS-5,SPS,1,31,0.002247,0.0,0.00016,170.86,TEN 11%; CLE 10%; TB 9%
753,No Regrets-1,No Regrets,1,31,0.001774,0.0,0.00032,169.51,TEN 15%; CLE 12%; TB 10%
754,PHOENIX 2 VEGAS-1,PHOENIX 2 VEGAS,1,31,0.002251,0.0,0.00024,168.23,TEN 17%; CLE 13%; TB 10%
755,Follow Proto-2,Follow Proto,1,31,0.002251,0.0,0.00024,166.09,TEN 14%; CLE 12%; TB 10%
756,PGAMOPTOUR5-2,PGAMOPTOUR5,1,31,0.002251,0.0,0.00024,165.59,TEN 17%; CLE 13%; TB 10%
757,SDQLMASTER-5,SDQLMASTER,1,31,0.002251,0.0,0.00024,159.17,TEN 17%; CLE 13%; TB 10%
758,BIG LIB-2,BIG LIB,1,31,0.001774,0.0,0.00024,158.39,TEN 15%; CLE 12%; TB 10%
759,SPASMUS-1,SPASMUS,1,31,0.001774,0.0,0.00024,156.16,TEN 18%; CLE 13%; TB 10%
760,BIGDNICK-5,BIGDNICK,1,31,0.002251,0.0,0.00024,154.41,TEN 17%; CLE 13%; TB 10%
761,CLAIM KING SN-2,CLAIM KING SN,1,31,0.002235,0.0,0.00024,154.41,TEN 18%; CLE 14%; TB 10%
762,GAMBLEONGOLD-3,GAMBLEONGOLD,1,31,0.002235,0.0,0.00024,154.13,TEN 15%; CLE 12%; TB 10%
763,CRZYBNZ-1,CRZYBNZ,1,31,0.002247,0.0,0.00024,152.86,TEN 18%; CLE 14%; TB 10%
764,DOUG'S TEAM-1,DOUG'S TEAM,1,31,0.002235,0.0,0.0004,152.62,TEN 18%; CLE 14%; TB 10%
765,BRIAR GREEN-1,BRIAR GREEN,1,31,0.002266,0.0,0.00016,150.83,TEN 17%; CLE 13%; TB 10%
766,Belvedere-1,Belvedere,1,31,0.001774,0.0,0.00016,150.83,TEN 18%; CLE 13%; TB 10%
767,BIGLEY247-1,BIGLEY247,1,31,0.001627,0.0,0.00024,149.36,TEN 19%; CLE 14%; TB 11%
768,PKRDLRDOUG-1,PKRDLRDOUG,1,31,0.002247,0.0,0.00024,148.22,TEN 18%; CLE 14%; TB 10%
769,GAMBLEBALLS-4,GAMBLEBALLS,1,31,0.002251,0.0,0.00016,143.74,TEN 14%; CLE 12%; PIT 10%
770,Scrlou41-1,Scrlou41,1,31,0.002251,0.0,0.00016,143.74,TEN 17%; CLE 13%; TB 10%
771,BMAC-1,BMAC,1,31,0.001774,0.0,0.00032,139.52,TEN 15%; CLE 12%; TB 10%
772,Goodfellas-3,Goodfellas,1,31,0.002251,0.0,0.00016,139.52,TEN 13%; CLE 11%; TB 9%
773,Schematic Advantage-2,Schematic Advantage,1,31,0.002251,0.0,0.00016,135.75,TEN 17%; CLE 13%; TB 10%
774,ODBMG-3,ODBMG,1,31,0.002247,0.0,0.00016,135.75,TEN 13%; CLE 12%; TB 10%
775,callcustservice-2,callcustservice,1,31,0.002247,0.0,0.00016,134.8,TEN 18%; CLE 14%; TB 10%
776,SJM-3,SJM,1,31,0.002247,0.0,0.00016,131.99,TEN 14%; CLE 12%; TB 10%
777,PISO MOJADO-5,PISO MOJADO,1,31,0.002247,0.0,0.00016,131.97,TEN 16%; CLE 13%; TB 10%
778,CTFC-1,CTFC,1,31,0.002247,0.0,0.00016,129.01,TEN 18%; CLE 14%; TB 10%
779,WARDOG-4,WARDOG,1,31,0.002247,0.0,0.00032,128.96,TEN 15%; CLE 13%; TB 10%
780,Kitsunegari-2,Kitsunegari,1,31,0.001774,0.0,0.00024,128.93,TEN 18%; CLE 13%; TB 10%
781,WARDOG-1,WARDOG,1,31,0.001774,0.0,0.00024,118.33,TEN 13%; CLE 11%; TB 9%
782,WEEIII-1,WEEIII,1,31,0.001774,0.0,0.00016,116.73,TEN 18%; CLE 13%; TB 10%
783,EX-FINANCE-2,EX-FINANCE,1,31,0.001774,0.0,0.00016,112.07,TEN 15%; CLE 12%; TB 10%
784,Mucked Nuts.-5,Mucked Nuts.,1,31,0.002251,0.0,8e-05,109.84,TEN 13%; CLE 11%; TB 9%
785,YEEGONE-4,YEEGONE,1,31,0.002235,0.0,8e-05,109.84,TEN 18%; CLE 14%; TB 10%
786,CANDYMAN-2,CANDYMAN,1,31,0.001627,0.0,8e-05,109.84,TEN 16%; CLE 13%; TB 10%
787,SPHINX-1,SPHINX,1,31,0.002235,0.0,8e-05,109.84,TEN 18%; CLE 14%; TB 10%
788,Midnight Cat-1,Midnight Cat,1,31,0.002247,0.0,8e-05,109.84,TEN 18%; CLE 14%; TB 10%
789,TEAM DUKE-1,TEAM DUKE,1,31,0.002247,0.0,0.00016,108.54,TEN 18%; CLE 14%; TB 10%
790,ididn'tseethatcoming-4,ididn'tseethatcoming,1,31,0.001774,0.0,0.00024,103.0,TEN 15%; CLE 12%; TB 10%
791,1DAYRAY-2,1DAYRAY,1,31,0.002235,0.0,0.00016,102.68,TEN 18%; CLE 14%; TB 10%
792,KICKER LIVES MATTER-1,KICKER LIVES MATTER,1,31,0.002247,0.0,0.00024,98.5,TEN 18%; CLE 14%; TB 10%
793,BOYCOTT 8 PCT-4,BOYCOTT 8 PCT,1,31,0.001774,0.0,0.00024,97.46,TEN 18%; CLE 13%; TB 10%
794,SharpSyndicateSports-4,SharpSyndicateSports,1,31,0.002251,0.0,0.00024,91.36,TEN 11%; CLE 10%; TB 9%
795,IMAWHALE SPORTS-2,IMAWHALE SPORTS,1,31,0.002235,0.0,0.00024,84.68,TEN 15%; CLE 12%; TB 10%
796,Thunder-5,Thunder,1,31,0.002247,0.0,0.00024,77.07,TEN 13%; CLE 12%; TB 10%
797,TSLICK 50-1,TSLICK 50,1,31,0.002235,0.0,0.00016,63.13,TEN 18%; CLE 14%; TB 10%
798,FSM 4 EVA-1,FSM 4 EVA,1,31,0.002251,0.0,0.00016,61.04,TEN 17%; CLE 13%; TB 10%
799,Kris Barr.-1,Kris Barr.,1,31,0.002251,0.0,0.00016,58.16,TEN 17%; CLE 13%; TB 10%
800,MATADOR-1,MATADOR,1,31,0.002247,0.0,8e-05,29.85,TEN 18%; CLE 14%; TB 10%
801,JRSCIBBS420-1,JRSCIBBS420,1,31,0.001627,0.0,8e-05,25.91,TEN 19%; CLE 14%; TB 11%
802,RYAN HOJO-3,RYAN HOJO,1,31,0.002251,0.0,8e-05,22.15,TEN 14%; CLE 12%; TB 10%
803,BMAC-3,BMAC,1,31,0.002251,0.0,0.0,0.0,TEN 11%; CLE 10%; TB 9%
804,BACKYARD MB-1,BACKYARD MB,1,31,0.002247,0.0,0.0,0.0,TEN 18%; CLE 14%; TB 10%
805,SLIPSPORTS-1,SLIPSPORTS,1,31,0.002247,0.0,0.0,0.0,TEN 18%; CLE 14%; TB 10%
