rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SUBIIME-4,SUBIIME,0,32,0.001319,0.0,0.00056,768.88,BUF 11%; NE 11%; SF 8%
677,ACHILLES12-2,ACHILLES12,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
678,MOXIE-1,MOXIE,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
679,CNOTE-1,CNOTE,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
680,Marphil-1,Marphil,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
681,TCJ-1,TCJ,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
682,Chaddie & Maddie-5,Chaddie & Maddie,0,32,0.001319,0.0,0.00016,215.46,BUF 15%; NE 15%; SF 8%
683,Niche-3,Niche,0,32,0.001319,0.0,0.00016,215.46,BUF 13%; NE 13%; SF 8%
684,FTGB-3,FTGB,0,32,0.001319,0.0,0.00016,215.46,BUF 11%; NE 11%; SF 8%
685,The Three Stooges-1,The Three Stooges,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
686,COOLCATSANDKITTENS-3,COOLCATSANDKITTENS,0,32,0.001319,0.0,0.00016,215.46,BUF 11%; NE 11%; SF 8%
687,No Regrets-1,No Regrets,0,32,0.001319,0.0,0.00016,215.46,BUF 15%; NE 15%; SF 8%
688,The Masons-1,The Masons,0,32,0.001319,0.0,0.00016,215.46,BUF 15%; NE 15%; SF 8%
689,SUSAN7UP-2,SUSAN7UP,0,32,0.001319,0.0,0.00016,215.46,BUF 15%; NE 15%; SF 8%
690,Grinder-1,Grinder,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
691,DaliBones-3,DaliBones,0,32,0.001319,0.0,0.00016,215.46,BUF 13%; NE 13%; SF 8%
692,IRONDOC-1,IRONDOC,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
693,konajoe-1,konajoe,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
694,Uncle Nephew-1,Uncle Nephew,0,32,0.001319,0.0,0.00016,215.46,BUF 15%; NE 15%; SF 8%
695,LEO-2,LEO,0,32,0.001319,0.0,0.00016,215.46,BUF 13%; NE 13%; SF 8%
696,Gopeter-1,Gopeter,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
697,DOUG'S TEAM-1,DOUG'S TEAM,0,32,0.001319,0.0,0.00016,215.46,BUF 19%; NE 18%; SF 8%
698,SHAMWOW.-3,SHAMWOW.,0,32,0.001319,0.0,0.00024,211.86,BUF 15%; NE 15%; SF 8%
699,Zevets.-1,Zevets.,0,32,0.001319,0.0,0.00024,211.86,BUF 19%; NE 18%; SF 8%
700,BLIND BOZO-2,BLIND BOZO,0,32,0.001319,0.0,0.00024,211.86,BUF 19%; NE 18%; SF 8%
701,Boli's Boys-1,Boli's Boys,0,32,0.001319,0.0,0.00016,211.54,BUF 15%; NE 15%; SF 8%
702,GONE WEST-1,GONE WEST,0,32,0.001319,0.0,0.00016,211.54,BUF 19%; NE 18%; SF 8%
703,MINTF-1,MINTF,0,32,0.001319,0.0,0.00016,211.54,BUF 11%; NE 11%; SF 8%
704,Juice Box-2,Juice Box,0,32,0.001319,0.0,0.00016,211.54,BUF 19%; NE 18%; SF 8%
705,Big Johnsons-2,Big Johnsons,0,32,0.001319,0.0,0.00016,211.54,BUF 15%; NE 15%; SF 8%
706,FIRSTCLASSIC-1,FIRSTCLASSIC,0,32,0.001319,0.0,0.00016,211.54,BUF 19%; NE 18%; SF 8%
707,mlbpitcherPSYCHIC-1,mlbpitcherPSYCHIC,0,32,0.001319,0.0,0.00016,207.91,BUF 19%; NE 18%; SF 8%
708,EASY ROD-1,EASY ROD,0,32,0.001319,0.0,0.00016,207.91,BUF 19%; NE 18%; SF 8%
709,CRUSHEMSPORTS.COM-1,CRUSHEMSPORTS.COM,0,32,0.001319,0.0,0.00016,207.91,BUF 19%; NE 18%; SF 8%
710,SIX DUMB GUYS-1,SIX DUMB GUYS,0,32,0.001319,0.0,0.00016,207.91,BUF 19%; NE 18%; SF 8%
711,PISO MOJADO-3,PISO MOJADO,0,32,0.001319,0.0,0.00016,207.91,BUF 11%; NE 11%; SF 8%
712,Fresh Prince-5,Fresh Prince,0,32,0.001319,0.0,0.00016,207.91,BUF 10%; NE 10%; SF 7%
713,JERSEY STRONG 16-1,JERSEY STRONG 16,0,32,0.001319,0.0,0.00016,207.91,BUF 15%; NE 15%; SF 8%
714,Super Poodle-2,Super Poodle,0,32,0.001319,0.0,0.00016,207.91,BUF 19%; NE 18%; SF 8%
715,CLARKGRIZWOLD-1,CLARKGRIZWOLD,0,32,0.001319,0.0,0.00016,207.91,BUF 13%; NE 13%; SF 8%
716,818Madden20Survivors-1,818Madden20Survivors,0,32,0.001319,0.0,0.00016,207.91,BUF 19%; NE 18%; SF 8%
717,TheDogs of Blueberry-5,TheDogs of Blueberry,0,32,0.001319,0.0,0.00024,207.9,BUF 10%; NE 10%; SF 7%
718,GRAY GHOST-1,GRAY GHOST,0,32,0.001319,0.0,0.00024,206.19,BUF 19%; NE 18%; SF 8%
719,MAX-1,MAX,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
720,Lightning-3,Lightning,0,32,0.001319,0.0,0.00016,204.53,BUF 11%; NE 11%; SF 8%
721,ICEMAN650-2,ICEMAN650,0,32,0.001319,0.0,0.00016,204.53,BUF 13%; NE 13%; SF 8%
722,DIVORCED ON SUNDAYS-1,DIVORCED ON SUNDAYS,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
723,CAJUNWOLF-3,CAJUNWOLF,0,32,0.001319,0.0,0.00016,204.53,BUF 13%; NE 13%; SF 8%
724,YEEGONE2-2,YEEGONE2,0,32,0.001319,0.0,0.00016,204.53,BUF 15%; NE 15%; SF 8%
725,IMAWHALE SPORTS-3,IMAWHALE SPORTS,0,32,0.001319,0.0,0.00016,204.53,BUF 13%; NE 13%; SF 8%
726,scourrge-1,scourrge,0,32,0.001319,0.0,0.00016,204.53,BUF 11%; NE 11%; SF 8%
727,SSKERS82-2,SSKERS82,0,32,0.001319,0.0,0.00016,204.53,BUF 15%; NE 15%; SF 8%
728,dylan-2,dylan,0,32,0.001319,0.0,0.00016,204.53,BUF 11%; NE 11%; SF 8%
729,* THE NUT SQUIRRELS-1,* THE NUT SQUIRRELS,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
730,Nash-1,Nash,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
731,DR B-2,DR B,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
732,GOLFANS-1,GOLFANS,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
733,THE GREATEST DANCER-1,THE GREATEST DANCER,0,32,0.001319,0.0,0.00016,204.53,BUF 15%; NE 15%; SF 8%
734,NORTH OF THE BORDER-1,NORTH OF THE BORDER,0,32,0.001319,0.0,0.00016,204.53,BUF 15%; NE 15%; SF 8%
735,IMAWHALE SPORTS-1,IMAWHALE SPORTS,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
736,Iceman Champion-1,Iceman Champion,0,32,0.001319,0.0,0.00016,204.53,BUF 19%; NE 18%; SF 8%
737,Mikey D-5,Mikey D,0,32,0.001319,0.0,0.00016,204.53,BUF 15%; NE 15%; SF 8%
738,PAR5ONIN2-1,PAR5ONIN2,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
739,SUNFLOWER-1,SUNFLOWER,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
740,Victory and Coney-1,Victory and Coney,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
741,B & T-1,B & T,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
742,Goodfellas-4,Goodfellas,0,32,0.001319,0.0,0.00016,201.37,BUF 11%; NE 11%; SF 8%
743,Kendianes-1,Kendianes,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
744,C.A.G.E-5,C.A.G.E,0,32,0.001319,0.0,0.00016,201.37,BUF 10%; NE 10%; SF 7%
745,JEFF PROBST-3,JEFF PROBST,0,32,0.001319,0.0,0.00016,201.37,BUF 11%; NE 11%; SF 8%
746,SDQLMASTER-2,SDQLMASTER,0,32,0.001319,0.0,0.00016,201.37,BUF 13%; NE 13%; SF 8%
747,DonnieMC-2,DonnieMC,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
748,Gopeter-3,Gopeter,0,32,0.001319,0.0,0.00016,201.37,BUF 13%; NE 13%; SF 8%
749,WE BAD-1,WE BAD,0,32,0.001319,0.0,0.00016,201.37,BUF 19%; NE 18%; SF 8%
750,Warriors Club-2,Warriors Club,0,32,0.001319,0.0,0.00016,201.37,BUF 15%; NE 15%; SF 8%
751,617 to 702-1,617 to 702,0,32,0.001319,0.0,0.00016,201.37,BUF 11%; NE 11%; SF 8%
752,Putting on the foil-5,Putting on the foil,0,32,0.001319,0.0,0.00016,201.37,BUF 10%; NE 10%; SF 7%
753,M_EHRMANTRAUT-2,M_EHRMANTRAUT,0,32,0.001319,0.0,0.00016,201.37,BUF 11%; NE 11%; SF 8%
754,PRESENCE-1,PRESENCE,0,32,0.001319,0.0,0.00016,201.37,BUF 10%; NE 10%; SF 7%
755,scourrge-5,scourrge,0,32,0.001319,0.0,0.00016,201.37,BUF 15%; NE 15%; SF 8%
756,Sting-5,Sting,0,32,0.001319,0.0,0.00016,197.15,BUF 11%; NE 11%; SF 8%
757,* THE NUT SQUIRRELS-2,* THE NUT SQUIRRELS,0,32,0.001319,0.0,0.00016,195.65,BUF 13%; NE 13%; SF 8%
758,HAD IT FROM HELLO-1,HAD IT FROM HELLO,0,32,0.001319,0.0,0.00016,195.65,BUF 19%; NE 18%; SF 8%
759,Heavy Weight Heads-4,Heavy Weight Heads,0,32,0.001319,0.0,0.00016,195.65,BUF 11%; NE 11%; SF 8%
760,Bred 4 This-1,Bred 4 This,0,32,0.001319,0.0,0.00016,195.65,BUF 19%; NE 18%; SF 8%
761,CRE8-1,CRE8,0,32,0.001319,0.0,0.00016,195.65,BUF 19%; NE 18%; SF 8%
762,RICH RICH-1,RICH RICH,0,32,0.001319,0.0,0.00016,195.65,BUF 19%; NE 18%; SF 8%
763,Gamblenomics-5,Gamblenomics,0,32,0.001319,0.0,0.00016,195.65,BUF 15%; NE 15%; SF 8%
764,Scrlou41-3,Scrlou41,0,32,0.001319,0.0,0.00016,195.65,BUF 10%; NE 10%; SF 7%
765,SUSAN7UP-1,SUSAN7UP,0,32,0.001319,0.0,0.00016,193.05,BUF 19%; NE 18%; SF 8%
766,TEAM RED RAIDER-1,TEAM RED RAIDER,0,32,0.001319,0.0,0.00016,193.05,BUF 19%; NE 18%; SF 8%
767,6620-1,6620,0,32,0.001319,0.0,0.00016,193.05,BUF 19%; NE 18%; SF 8%
768,BRIAR GREEN-1,BRIAR GREEN,0,32,0.001319,0.0,0.00016,193.05,BUF 19%; NE 18%; SF 8%
769,MBEASY-5,MBEASY,0,32,0.001319,0.0,0.00016,193.05,BUF 15%; NE 15%; SF 8%
770,GAMBLEBALLS-3,GAMBLEBALLS,0,32,0.001319,0.0,0.00016,193.05,BUF 19%; NE 18%; SF 8%
771,beefaroni-1,beefaroni,0,32,0.001319,0.0,0.00016,193.05,BUF 13%; NE 13%; SF 8%
772,THE RUCKUS WON-1,THE RUCKUS WON,0,32,0.001319,0.0,0.00016,190.6,BUF 19%; NE 18%; SF 8%
773,PRAY4DUBB-2,PRAY4DUBB,0,32,0.001319,0.0,0.00016,190.6,BUF 15%; NE 15%; SF 8%
774,MALM20-4,MALM20,0,32,0.001319,0.0,0.00016,190.6,BUF 13%; NE 13%; SF 8%
775,Gamblers Anonymous-1,Gamblers Anonymous,0,32,0.001319,0.0,0.00016,190.6,BUF 19%; NE 18%; SF 8%
776,RedRock 817-1,RedRock 817,0,32,0.001319,0.0,0.00016,190.6,BUF 15%; NE 15%; SF 8%
777,GOOD TALK RUSS-2,GOOD TALK RUSS,0,32,0.001319,0.0,0.00016,190.6,BUF 19%; NE 18%; SF 8%
778,local 801-1,local 801,0,32,0.001319,0.0,0.00016,190.6,BUF 19%; NE 18%; SF 8%
779,TKASPRO27-1,TKASPRO27,0,32,0.001319,0.0,0.00016,190.6,BUF 19%; NE 18%; SF 8%
780,JIVETURKEYEXPRESS-1,JIVETURKEYEXPRESS,0,32,0.001319,0.0,0.00016,189.38,BUF 19%; NE 18%; SF 8%
781,LUKEDERUK-1,LUKEDERUK,0,32,0.001319,0.0,0.00016,178.84,BUF 15%; NE 15%; SF 8%
782,Thunder-4,Thunder,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
783,Heavy Weight Heads-2,Heavy Weight Heads,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
784,Haven Road-1,Haven Road,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
785,One Man Gang-3,One Man Gang,0,32,0.001319,0.0,0.00016,178.49,BUF 11%; NE 11%; SF 8%
786,COOLCATSANDKITTENS-1,COOLCATSANDKITTENS,0,32,0.001319,0.0,0.00016,178.49,BUF 15%; NE 15%; SF 8%
787,Goodfellas-1,Goodfellas,0,32,0.001319,0.0,0.00016,178.49,BUF 15%; NE 15%; SF 8%
788,Kamara and Friends-2,Kamara and Friends,0,32,0.001319,0.0,0.00016,178.49,BUF 15%; NE 15%; SF 8%
789,HANS GRUBER-1,HANS GRUBER,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
790,PGAMOPTOUR5-5,PGAMOPTOUR5,0,32,0.001319,0.0,0.00016,178.49,BUF 10%; NE 10%; SF 7%
791,Thunder-3,Thunder,0,32,0.001319,0.0,0.00016,178.49,BUF 15%; NE 15%; SF 8%
792,Brad D-1,Brad D,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
793,Zenyatta-3,Zenyatta,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
794,KB512-1,KB512,0,32,0.001319,0.0,0.00016,178.49,BUF 15%; NE 15%; SF 8%
795,MCPREDICTS-1,MCPREDICTS,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
796,* THE NUT SQUIRRELS-4,* THE NUT SQUIRRELS,0,32,0.001319,0.0,0.00016,178.49,BUF 10%; NE 10%; SF 7%
797,THAWK-1,THAWK,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
798,ST. CLOUD CONNECTION-1,ST. CLOUD CONNECTION,0,32,0.001319,0.0,0.00016,178.49,BUF 19%; NE 18%; SF 8%
799,PMAX-1,PMAX,0,32,0.001319,0.0,0.00016,172.3,BUF 19%; NE 18%; SF 8%
800,ZAK-1,ZAK,0,32,0.001319,0.0,0.00016,169.02,BUF 19%; NE 18%; SF 8%
801,Maiowe-3,Maiowe,0,32,0.001319,0.0,0.00016,166.72,BUF 19%; NE 18%; SF 8%
802,LIZ-2,LIZ,0,32,0.001319,0.0,0.00016,165.88,BUF 15%; NE 15%; SF 8%
803,It Ain't Breezy-1,It Ain't Breezy,0,32,0.001319,0.0,0.00016,165.88,BUF 19%; NE 18%; SF 8%
804,JR Company-1,JR Company,0,32,0.001319,0.0,0.00016,165.88,BUF 19%; NE 18%; SF 8%
805,Potvin Sox-1,Potvin Sox,0,32,0.001319,0.0,0.00016,165.88,BUF 19%; NE 18%; SF 8%
806,PLYTKR.-2,PLYTKR.,0,32,0.001319,0.0,0.00016,165.88,BUF 19%; NE 18%; SF 8%
807,PRO'S AND CON'S-1,PRO'S AND CON'S,0,32,0.001319,0.0,0.00016,165.88,BUF 19%; NE 18%; SF 8%
808,Gamblenomics-3,Gamblenomics,0,32,0.001319,0.0,0.00016,165.88,BUF 11%; NE 11%; SF 8%
809,SHOWMEBOYS-1,SHOWMEBOYS,0,32,0.001319,0.0,0.00016,163.68,BUF 19%; NE 18%; SF 8%
810,Practice Squad QB-1,Practice Squad QB,0,32,0.001319,0.0,0.00016,163.68,BUF 15%; NE 15%; SF 8%
811,SDQLMASTER-4,SDQLMASTER,0,32,0.001319,0.0,0.00016,163.68,BUF 10%; NE 10%; SF 7%
812,BISHOP1971-2,BISHOP1971,0,32,0.001319,0.0,0.00016,163.68,BUF 15%; NE 15%; SF 8%
813,Live Healthy Rich-2,Live Healthy Rich,0,32,0.001319,0.0,0.00016,163.68,BUF 15%; NE 15%; SF 8%
814,Steven With A W-1,Steven With A W,0,32,0.001319,0.0,0.00016,163.68,BUF 15%; NE 15%; SF 8%
815,DinoTheDog-4,DinoTheDog,0,32,0.001319,0.0,0.00016,163.68,BUF 10%; NE 10%; SF 7%
816,FYPM-1,FYPM,0,32,0.001319,0.0,0.00016,163.68,BUF 19%; NE 18%; SF 8%
817,PHOENIX 2 VEGAS-1,PHOENIX 2 VEGAS,0,32,0.001319,0.0,0.00016,161.66,BUF 19%; NE 18%; SF 8%
818,617 to 702-5,617 to 702,0,32,0.001319,0.0,0.00016,161.66,BUF 15%; NE 15%; SF 8%
819,GAMBLEONGOLD-5,GAMBLEONGOLD,0,32,0.001319,0.0,0.00016,158.02,BUF 10%; NE 10%; SF 7%
820,PRESENCE-2,PRESENCE,0,32,0.001319,0.0,0.00016,158.02,BUF 15%; NE 15%; SF 8%
821,PRAY4DUBB-5,PRAY4DUBB,0,32,0.001319,0.0,0.00016,158.02,BUF 10%; NE 10%; SF 7%
822,ididn'tseethatcoming-4,ididn'tseethatcoming,0,32,0.001319,0.0,0.00016,158.02,BUF 15%; NE 15%; SF 8%
823,McQuarters-1,McQuarters,0,32,0.001319,0.0,0.00016,158.02,BUF 19%; NE 18%; SF 8%
824,SFisher-2,SFisher,0,32,0.001319,0.0,0.00016,158.02,BUF 19%; NE 18%; SF 8%
825,CLAIM KING SN-1,CLAIM KING SN,0,32,0.001319,0.0,0.00016,158.02,BUF 15%; NE 15%; SF 8%
826,ididn'tseethatcoming-2,ididn'tseethatcoming,0,32,0.001319,0.0,0.00016,158.02,BUF 11%; NE 11%; SF 8%
827,Magi Quicksilver-1,Magi Quicksilver,0,32,0.001319,0.0,0.00016,158.02,BUF 19%; NE 18%; SF 8%
828,CAVEHAWKS-2,CAVEHAWKS,0,32,0.001319,0.0,0.00016,157.74,BUF 19%; NE 18%; SF 8%
829,PUFFALUPPS-1,PUFFALUPPS,0,32,0.001319,0.0,0.00016,154.11,BUF 15%; NE 15%; SF 8%
830,One Man Gang-4,One Man Gang,0,32,0.001319,0.0,0.00016,153.79,BUF 13%; NE 13%; SF 8%
831,SUPER SENIOR STEVE-1,SUPER SENIOR STEVE,0,32,0.001319,0.0,0.00016,147.57,BUF 19%; NE 18%; SF 8%
832,YEEGONE-2,YEEGONE,0,32,0.001319,0.0,0.00016,142.87,BUF 13%; NE 13%; SF 8%
833,Sand Bagger-3,Sand Bagger,0,32,0.001319,0.0,0.00016,133.99,BUF 13%; NE 13%; SF 8%
834,Squid-3,Squid,0,32,0.001319,0.0,0.00016,122.49,BUF 15%; NE 15%; SF 8%
835,SJM-5,SJM,0,32,0.001319,0.0,0.00016,122.49,BUF 19%; NE 18%; SF 8%
836,FTGB-1,FTGB,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
837,PLAYIN N STAYIN-2,PLAYIN N STAYIN,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
838,ONE MAIN-1,ONE MAIN,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
839,Gamblers Anonymous-2,Gamblers Anonymous,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
840,TAPPEDOUTATWALLYS-1,TAPPEDOUTATWALLYS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
841,FTGB-5,FTGB,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
842,CONCHLIFE-1,CONCHLIFE,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
843,FarmVille Boys-1,FarmVille Boys,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
844,SDQLMASTER-5,SDQLMASTER,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
845,Jax 2 Win-4,Jax 2 Win,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
846,Goodfellas-5,Goodfellas,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
847,DOMEDOC-1,DOMEDOC,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
848,Gene Machine-1,Gene Machine,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
849,VOLARE CIECO-2,VOLARE CIECO,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
850,THE YEAR DYAL-1,THE YEAR DYAL,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
851,TEAM MOIST-2,TEAM MOIST,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
852,BIGDNICK-3,BIGDNICK,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
853,Lucas Nogueira-2,Lucas Nogueira,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
854,DOMEDOC-2,DOMEDOC,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
855,DonnieMC-1,DonnieMC,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
856,SharpSyndicateSports-4,SharpSyndicateSports,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
857,Golf Partners-2,Golf Partners,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
858,Golf Partners-1,Golf Partners,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
859,NO MATTER WHAT-1,NO MATTER WHAT,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
860,MR. PICKLES-1,MR. PICKLES,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
861,ORDER UP-1,ORDER UP,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
862,TEAM B&B-1,TEAM B&B,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
863,TEAM MONEY-1,TEAM MONEY,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
864,TEAM MONEY-2,TEAM MONEY,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
865,TEAM RED RAIDER-2,TEAM RED RAIDER,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
866,Tha Good Playa-4,Tha Good Playa,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
867,Scrlou41-4,Scrlou41,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
868,FEENOM-1,FEENOM,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
869,GULF COAST GURU-1,GULF COAST GURU,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
870,Beast betting house-3,Beast betting house,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
871,Ned Landers-4,Ned Landers,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
872,FIRE DARRELL BEVELL-1,FIRE DARRELL BEVELL,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
873,MXX-5,MXX,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
874,MXX-4,MXX,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
875,Fish Squad-1,Fish Squad,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
876,EROQ-2,EROQ,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
877,FollowTheMoney-1,FollowTheMoney,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
878,Football Junkies-2,Football Junkies,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
879,Football Junkies-3,Football Junkies,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
880,Fresh Prince-1,Fresh Prince,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
881,FRISBEE DAWGS-2,FRISBEE DAWGS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
882,MXX-2,MXX,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
883,SPS-2,SPS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
884,THAWK-3,THAWK,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
885,Thomas Shelby-1,Thomas Shelby,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
886,Ned Landers-1,Ned Landers,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
887,Niche-1,Niche,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
888,MonsterLoc-3,MonsterLoc,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
889,MR. PICKLES-2,MR. PICKLES,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
890,Mucked Nuts.-3,Mucked Nuts.,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
891,Muffed Picks-1,Muffed Picks,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
892,FJIZZLE-1,FJIZZLE,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
893,WISE CAPPERS-1,WISE CAPPERS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
894,C.A.G.E-3,C.A.G.E,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
895,BUFFALO SOULJA-1,BUFFALO SOULJA,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
896,BRIAR GREEN-2,BRIAR GREEN,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
897,Bison Sports-2,Bison Sports,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
898,GAMBLEBALLS-5,GAMBLEBALLS,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
899,GAMBLEBALLS-1,GAMBLEBALLS,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
900,Kobra-1,Kobra,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
901,The Mad Russian-3,The Mad Russian,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
