rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-06260,SYNTH-06260,0,32,5e-05,0.0,0.00024,4930.91,CIN 82%; BUF 6%; SEA 3%
17700,SYNTH-02945,SYNTH-02945,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 7%; SEA 4%
17701,SYNTH-02944,SYNTH-02944,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 7%; SEA 4%
17702,SYNTH-02943,SYNTH-02943,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 10%; SEA 4%
17703,SYNTH-02954,SYNTH-02954,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
17704,SYNTH-02995,SYNTH-02995,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17705,SYNTH-02994,SYNTH-02994,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
17706,SYNTH-02993,SYNTH-02993,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17707,SYNTH-02992,SYNTH-02992,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
17708,SYNTH-02990,SYNTH-02990,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
17709,SYNTH-02989,SYNTH-02989,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
17710,SYNTH-02988,SYNTH-02988,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
17711,SYNTH-02987,SYNTH-02987,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 9%; SEA 5%
17712,SYNTH-02986,SYNTH-02986,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17713,SYNTH-02985,SYNTH-02985,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
17714,SYNTH-02969,SYNTH-02969,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17715,SYNTH-02983,SYNTH-02983,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
17716,SYNTH-02981,SYNTH-02981,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 9%; SEA 5%
17717,SYNTH-02980,SYNTH-02980,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17718,SYNTH-02979,SYNTH-02979,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
17719,SYNTH-02978,SYNTH-02978,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
17720,SYNTH-02977,SYNTH-02977,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17721,SYNTH-02976,SYNTH-02976,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 8%; SEA 3%
17722,SYNTH-02975,SYNTH-02975,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17723,SYNTH-02972,SYNTH-02972,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
17724,SYNTH-02970,SYNTH-02970,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 7%; SEA 5%
17725,SYNTH-02984,SYNTH-02984,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17726,SYNTH-01887,SYNTH-01887,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17727,SYNTH-01886,SYNTH-01886,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17728,SYNTH-01885,SYNTH-01885,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
17729,SYNTH-01884,SYNTH-01884,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17730,SYNTH-01883,SYNTH-01883,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17731,SYNTH-01882,SYNTH-01882,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 8%; SEA 4%
17732,SYNTH-01880,SYNTH-01880,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17733,SYNTH-01879,SYNTH-01879,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17734,SYNTH-01878,SYNTH-01878,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17735,SYNTH-02437,SYNTH-02437,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 7%; SEA 2%
17736,SYNTH-01876,SYNTH-01876,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17737,SYNTH-01875,SYNTH-01875,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
17738,SYNTH-01874,SYNTH-01874,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
17739,SYNTH-01873,SYNTH-01873,0,32,5e-05,0.0,0.0,0.0,CIN 59%; BUF 8%; SEA 6%
17740,SYNTH-01872,SYNTH-01872,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
17741,SYNTH-01871,SYNTH-01871,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 4%
17742,SYNTH-01870,SYNTH-01870,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17743,SYNTH-01869,SYNTH-01869,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
17744,SYNTH-01868,SYNTH-01868,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
17745,SYNTH-01866,SYNTH-01866,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17746,SYNTH-01877,SYNTH-01877,0,32,5e-05,0.0,0.0,0.0,CIN 58%; BUF 11%; SEA 5%
17747,SYNTH-01914,SYNTH-01914,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17748,SYNTH-01913,SYNTH-01913,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 7%; SEA 2%
17749,SYNTH-01912,SYNTH-01912,0,32,5e-05,0.0,0.0,0.0,CIN 48%; BUF 8%; SEA 7%
17750,SYNTH-01911,SYNTH-01911,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17751,SYNTH-01909,SYNTH-01909,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 9%; SEA 5%
17752,SYNTH-01908,SYNTH-01908,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17753,SYNTH-01907,SYNTH-01907,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
17754,SYNTH-01905,SYNTH-01905,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 8%; SEA 5%
17755,SYNTH-01904,SYNTH-01904,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17756,SYNTH-01903,SYNTH-01903,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
17757,SYNTH-01888,SYNTH-01888,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 7%; SEA 4%
17758,SYNTH-01901,SYNTH-01901,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 2%
17759,SYNTH-01899,SYNTH-01899,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
17760,SYNTH-01897,SYNTH-01897,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
17761,SYNTH-01896,SYNTH-01896,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 6%; SEA 4%
17762,SYNTH-01895,SYNTH-01895,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17763,SYNTH-01894,SYNTH-01894,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17764,SYNTH-01893,SYNTH-01893,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17765,SYNTH-01892,SYNTH-01892,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 11%; SEA 4%
17766,SYNTH-01891,SYNTH-01891,0,32,5e-05,0.0,0.0,0.0,CIN 53%; BUF 10%; SEA 6%
17767,SYNTH-01890,SYNTH-01890,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17768,SYNTH-01902,SYNTH-01902,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
17769,SYNTH-01840,SYNTH-01840,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 10%; SEA 3%
17770,SYNTH-01839,SYNTH-01839,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17771,SYNTH-01838,SYNTH-01838,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
17772,SYNTH-01837,SYNTH-01837,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 2%
17773,SYNTH-01836,SYNTH-01836,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
17774,SYNTH-01835,SYNTH-01835,0,32,5e-05,0.0,0.0,0.0,CIN 48%; BUF 9%; SEA 7%
17775,SYNTH-01833,SYNTH-01833,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17776,SYNTH-01832,SYNTH-01832,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
17777,SYNTH-01831,SYNTH-01831,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
17778,SYNTH-01830,SYNTH-01830,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
17779,SYNTH-01865,SYNTH-01865,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
17780,SYNTH-01828,SYNTH-01828,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 9%; SEA 5%
17781,SYNTH-01827,SYNTH-01827,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 9%; SEA 5%
17782,SYNTH-01826,SYNTH-01826,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 9%; SEA 5%
17783,SYNTH-01825,SYNTH-01825,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17784,SYNTH-01824,SYNTH-01824,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 8%; SEA 5%
17785,SYNTH-01823,SYNTH-01823,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17786,SYNTH-01822,SYNTH-01822,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 2%
17787,SYNTH-01821,SYNTH-01821,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
17788,SYNTH-01819,SYNTH-01819,0,32,5e-05,0.0,0.0,0.0,CIN 57%; BUF 10%; SEA 6%
17789,SYNTH-01818,SYNTH-01818,0,32,5e-05,0.0,0.0,0.0,CIN 58%; BUF 9%; SEA 6%
17790,SYNTH-01829,SYNTH-01829,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17791,SYNTH-01864,SYNTH-01864,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 6%; SEA 4%
17792,SYNTH-01863,SYNTH-01863,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
17793,SYNTH-01862,SYNTH-01862,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 4%
17794,SYNTH-01861,SYNTH-01861,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
17795,SYNTH-01860,SYNTH-01860,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17796,SYNTH-01858,SYNTH-01858,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17797,SYNTH-01857,SYNTH-01857,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17798,SYNTH-01856,SYNTH-01856,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17799,SYNTH-01855,SYNTH-01855,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
17800,SYNTH-01854,SYNTH-01854,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
17801,SYNTH-01841,SYNTH-01841,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
17802,SYNTH-01852,SYNTH-01852,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
17803,SYNTH-01851,SYNTH-01851,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
17804,SYNTH-01850,SYNTH-01850,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
17805,SYNTH-01849,SYNTH-01849,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
17806,SYNTH-01848,SYNTH-01848,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 9%; SEA 4%
17807,SYNTH-01847,SYNTH-01847,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 9%; SEA 3%
17808,SYNTH-01846,SYNTH-01846,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 2%
17809,SYNTH-01845,SYNTH-01845,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17810,SYNTH-01843,SYNTH-01843,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 6%; SEA 4%
17811,SYNTH-01842,SYNTH-01842,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17812,SYNTH-01853,SYNTH-01853,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
17813,SYNTH-01992,SYNTH-01992,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 7%; SEA 4%
17814,SYNTH-01991,SYNTH-01991,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17815,SYNTH-01990,SYNTH-01990,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17816,SYNTH-01989,SYNTH-01989,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17817,SYNTH-01988,SYNTH-01988,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
17818,SYNTH-01987,SYNTH-01987,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17819,SYNTH-01986,SYNTH-01986,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17820,SYNTH-01985,SYNTH-01985,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
17821,SYNTH-01984,SYNTH-01984,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
17822,SYNTH-01915,SYNTH-01915,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17823,SYNTH-01982,SYNTH-01982,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 10%; SEA 5%
17824,SYNTH-01981,SYNTH-01981,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
17825,SYNTH-01980,SYNTH-01980,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 7%; SEA 2%
17826,SYNTH-01976,SYNTH-01976,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 10%; SEA 5%
17827,SYNTH-01975,SYNTH-01975,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17828,SYNTH-01974,SYNTH-01974,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17829,SYNTH-01973,SYNTH-01973,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 7%; SEA 2%
17830,SYNTH-01972,SYNTH-01972,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
17831,SYNTH-01971,SYNTH-01971,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17832,SYNTH-01969,SYNTH-01969,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17833,SYNTH-01983,SYNTH-01983,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
17834,SYNTH-02016,SYNTH-02016,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17835,SYNTH-02015,SYNTH-02015,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17836,SYNTH-02014,SYNTH-02014,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17837,SYNTH-02013,SYNTH-02013,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
17838,SYNTH-02012,SYNTH-02012,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 10%; SEA 4%
17839,SYNTH-02011,SYNTH-02011,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17840,SYNTH-02010,SYNTH-02010,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 8%; SEA 3%
17841,SYNTH-02009,SYNTH-02009,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17842,SYNTH-02008,SYNTH-02008,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 7%; SEA 2%
17843,SYNTH-02007,SYNTH-02007,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17844,SYNTH-01993,SYNTH-01993,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 10%; SEA 4%
17845,SYNTH-02005,SYNTH-02005,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
17846,SYNTH-02004,SYNTH-02004,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
17847,SYNTH-02003,SYNTH-02003,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17848,SYNTH-02002,SYNTH-02002,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17849,SYNTH-02001,SYNTH-02001,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
17850,SYNTH-01998,SYNTH-01998,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17851,SYNTH-01997,SYNTH-01997,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
17852,SYNTH-01996,SYNTH-01996,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17853,SYNTH-01995,SYNTH-01995,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 9%; SEA 4%
17854,SYNTH-01994,SYNTH-01994,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17855,SYNTH-02006,SYNTH-02006,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 8%; SEA 4%
17856,SYNTH-01940,SYNTH-01940,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
17857,SYNTH-01939,SYNTH-01939,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
17858,SYNTH-01938,SYNTH-01938,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17859,SYNTH-01935,SYNTH-01935,0,32,5e-05,0.0,0.0,0.0,CIN 64%; BUF 10%; SEA 5%
17860,SYNTH-01934,SYNTH-01934,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
17861,SYNTH-01933,SYNTH-01933,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
17862,SYNTH-01932,SYNTH-01932,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
17863,SYNTH-01931,SYNTH-01931,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
17864,SYNTH-01930,SYNTH-01930,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17865,SYNTH-01929,SYNTH-01929,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17866,SYNTH-01968,SYNTH-01968,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 3%
17867,SYNTH-01927,SYNTH-01927,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17868,SYNTH-01926,SYNTH-01926,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
17869,SYNTH-01924,SYNTH-01924,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17870,SYNTH-01923,SYNTH-01923,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
17871,SYNTH-01922,SYNTH-01922,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17872,SYNTH-01921,SYNTH-01921,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
17873,SYNTH-01920,SYNTH-01920,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 7%; SEA 4%
17874,SYNTH-01919,SYNTH-01919,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
17875,SYNTH-01918,SYNTH-01918,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17876,SYNTH-01916,SYNTH-01916,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
17877,SYNTH-01928,SYNTH-01928,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
17878,SYNTH-01966,SYNTH-01966,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
17879,SYNTH-01965,SYNTH-01965,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 8%; SEA 3%
17880,SYNTH-01964,SYNTH-01964,0,32,5e-05,0.0,0.0,0.0,CIN 58%; BUF 9%; SEA 6%
17881,SYNTH-01962,SYNTH-01962,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17882,SYNTH-01961,SYNTH-01961,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17883,SYNTH-01960,SYNTH-01960,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17884,SYNTH-01959,SYNTH-01959,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 8%; SEA 5%
17885,SYNTH-01958,SYNTH-01958,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 7%; SEA 4%
17886,SYNTH-01957,SYNTH-01957,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
17887,SYNTH-01956,SYNTH-01956,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 8%; SEA 3%
17888,SYNTH-01941,SYNTH-01941,0,32,5e-05,0.0,0.0,0.0,CIN 61%; BUF 10%; SEA 5%
17889,SYNTH-01953,SYNTH-01953,0,32,5e-05,0.0,0.0,0.0,CIN 60%; BUF 9%; SEA 5%
17890,SYNTH-01952,SYNTH-01952,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17891,SYNTH-01951,SYNTH-01951,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17892,SYNTH-01950,SYNTH-01950,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
17893,SYNTH-01949,SYNTH-01949,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
17894,SYNTH-01948,SYNTH-01948,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 10%; SEA 5%
17895,SYNTH-01946,SYNTH-01946,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
17896,SYNTH-01945,SYNTH-01945,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
17897,SYNTH-01944,SYNTH-01944,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17898,SYNTH-01943,SYNTH-01943,0,32,5e-05,0.0,0.0,0.0,CIN 60%; BUF 9%; SEA 5%
17899,SYNTH-01955,SYNTH-01955,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
17900,SYNTH-01693,SYNTH-01693,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
17901,SYNTH-01692,SYNTH-01692,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
17902,SYNTH-01691,SYNTH-01691,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17903,SYNTH-01690,SYNTH-01690,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
17904,SYNTH-01689,SYNTH-01689,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17905,SYNTH-01688,SYNTH-01688,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17906,SYNTH-01687,SYNTH-01687,0,32,5e-05,0.0,0.0,0.0,CIN 62%; BUF 8%; SEA 5%
17907,SYNTH-01686,SYNTH-01686,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17908,SYNTH-01682,SYNTH-01682,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
17909,SYNTH-01817,SYNTH-01817,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
17910,SYNTH-01680,SYNTH-01680,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17911,SYNTH-01679,SYNTH-01679,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 9%; SEA 4%
17912,SYNTH-01678,SYNTH-01678,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
17913,SYNTH-01677,SYNTH-01677,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
17914,SYNTH-01676,SYNTH-01676,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
17915,SYNTH-01675,SYNTH-01675,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
17916,SYNTH-01674,SYNTH-01674,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
17917,SYNTH-01673,SYNTH-01673,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
17918,SYNTH-01672,SYNTH-01672,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 8%; SEA 3%
17919,SYNTH-01671,SYNTH-01671,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
